,logM,z,gmag,rmag,gMag,rMag,n,e,B_T_r,g-r
25800,11.12,0.1214,17.36,16.59,-21.75,-22.33,2.2,0.13,0.4,0.58
25801,10.429,0.0736,17.34,16.71,-20.49,-21.04,1.13,0.4,0.14,0.55
25802,11.245,0.13307,17.58,16.7,-21.85,-22.48,4.85,0.37,0.58,0.63
25803,11.279,0.13268,17.94,16.82,-21.59,-22.4,4.84,0.34,0.93,0.81
25804,11.373,0.13292,17.48,16.38,-22.04,-22.81,3.9,0.1,0.93,0.77
25805,10.747,0.074,16.98,16.31,-20.87,-21.45,1.21,0.1,0.81,0.58
25806,11.144,0.13362,17.94,16.99,-21.51,-22.24,1.79,0.34,0.55,0.73
25807,11.181,0.12082,17.87,16.76,-21.38,-22.21,5.06,0.71,0.69,0.83
25808,10.72,0.08783,17.6,16.86,-20.72,-21.31,3.27,0.57,0.25,0.59
25809,11.71,0.16589,17.63,16.44,-22.7,-23.52,4.31,0.22,0.28,0.82
25810,10.238,0.03595,15.59,15.13,-20.55,-20.94,1.52,0.28,0.14,0.39
25811,11.189,0.11416,17.74,16.7,-21.34,-22.12,6.41,0.31,0.5,0.78
25812,10.292,0.13527,17.3,16.96,-21.91,-22.12,0.65,0.24,0.61,0.21
25813,10.128,0.02788,16.46,15.67,-19.12,-19.85,4.01,0.36,0.64,0.73
25814,10.575,0.03126,15.47,14.68,-20.38,-21.1,4.07,0.27,0.74,0.72
25815,10.491,0.03626,16.05,15.2,-20.16,-20.92,4.78,0.48,0.83,0.76
25816,11.768,0.16179,17.41,16.3,-22.62,-23.46,6.69,0.28,0.55,0.84
25817,11.067,0.08496,17.07,16.12,-21.21,-21.98,2.2,0.31,0.52,0.77
25818,9.548,0.02812,15.66,15.11,-19.92,-20.42,1.56,0.59,0.52,0.5
25819,11.094,0.0996,17.49,16.52,-21.2,-22.0,4.02,0.65,0.48,0.8
25820,11.448,0.17381,17.89,16.85,-22.33,-23.06,1.6,0.4,0.68,0.73
25821,10.542,0.03629,15.75,15.06,-20.46,-21.07,3.29,0.19,0.28,0.61
25822,11.117,0.12658,17.45,16.68,-21.84,-22.4,1.17,0.33,0.7,0.56
25823,10.791,0.0357,15.37,14.56,-20.81,-21.52,3.86,0.23,0.57,0.71
25824,10.982,0.07938,16.57,15.83,-21.5,-22.12,2.69,0.69,0.49,0.62
25825,10.407,0.07764,17.58,16.96,-20.36,-20.89,0.8,0.61,0.97,0.53
25826,10.959,0.08493,17.33,16.39,-20.95,-21.69,5.42,0.22,0.8,0.74
25827,10.758,0.08277,17.25,16.4,-20.94,-21.62,3.25,0.25,0.86,0.68
25828,10.705,0.08067,17.79,16.88,-20.34,-21.09,6.77,0.1,0.69,0.75
25829,10.844,0.08422,17.59,16.65,-20.66,-21.43,4.83,0.24,0.95,0.77
25830,10.9,0.08103,17.53,16.53,-20.64,-21.46,1.81,0.6,0.26,0.82
25831,10.814,0.07976,17.53,16.59,-20.58,-21.35,4.8,0.32,0.59,0.77
25832,10.76,0.08035,17.79,16.93,-20.3,-21.02,4.69,0.18,0.27,0.72
25833,11.181,0.08497,16.55,15.61,-21.74,-22.49,4.38,0.42,0.93,0.75
25834,11.11,0.11127,17.39,16.57,-21.53,-22.18,1.61,0.5,0.34,0.65
25835,10.87,0.08681,17.4,16.52,-20.91,-21.62,5.86,0.0,0.84,0.71
25836,11.015,0.08461,17.18,16.28,-21.08,-21.8,5.34,0.21,0.59,0.72
25837,11.304,0.11346,17.2,16.15,-21.9,-22.67,6.37,0.07,0.98,0.77
25838,10.775,0.10675,17.49,16.85,-21.29,-21.79,1.64,0.06,0.16,0.5
25839,10.102,0.0491,17.75,16.94,-19.2,-19.9,4.99,0.02,0.73,0.7
25840,11.515,0.1106,17.19,16.14,-21.89,-22.7,5.7,0.71,0.51,0.81
25841,9.838,0.03994,17.24,16.71,-19.19,-19.69,0.99,0.34,0.9,0.5
25842,10.872,0.07963,17.54,16.54,-20.65,-21.46,4.03,0.4,0.78,0.81
25843,10.575,0.08654,17.68,17.0,-20.62,-21.17,1.76,0.5,0.12,0.55
25844,10.209,0.04193,16.68,16.03,-19.88,-20.45,1.17,0.27,0.18,0.57
25845,11.156,0.08085,17.11,16.13,-21.14,-21.92,4.04,0.23,0.58,0.78
25846,11.821,0.17938,17.81,16.54,-22.75,-23.53,7.96,0.0,0.81,0.78
25847,10.967,0.09915,17.73,16.76,-20.95,-21.7,3.48,0.43,0.57,0.75
25848,10.947,0.09954,17.71,16.75,-20.97,-21.72,6.76,0.6,0.83,0.75
25849,10.843,0.04965,15.05,14.44,-21.84,-22.39,2.52,0.08,0.21,0.55
25850,9.028,0.02853,16.42,16.11,-19.11,-19.39,4.16,0.41,0.89,0.28
25851,10.864,0.05644,16.24,15.42,-20.95,-21.68,2.92,0.35,0.31,0.73
25852,10.563,0.05855,17.05,16.18,-20.23,-21.0,3.9,0.69,0.8,0.77
25853,9.412,0.0208,17.55,16.86,-17.3,-17.97,5.21,0.32,0.93,0.67
25854,10.578,0.05818,17.36,16.55,-19.9,-20.62,5.37,0.19,0.49,0.72
25855,10.692,0.08975,17.56,16.76,-20.76,-21.42,5.5,0.45,0.92,0.66
25856,11.074,0.08308,16.41,15.65,-21.71,-22.34,4.5,0.39,0.34,0.63
25857,11.774,0.19155,17.47,16.23,-23.17,-23.91,4.86,0.22,0.53,0.74
25858,10.261,0.05046,17.26,16.5,-19.68,-20.35,3.22,0.61,0.72,0.67
25859,10.908,0.08445,17.18,16.32,-21.03,-21.73,1.76,0.58,0.31,0.7
25860,11.415,0.14563,17.39,16.31,-22.33,-23.08,5.35,0.22,0.93,0.75
25861,10.99,0.11024,17.73,16.86,-21.16,-21.84,5.71,0.15,0.35,0.68
25862,9.932,0.0329,17.0,16.33,-18.94,-19.55,1.1,0.62,0.44,0.61
25863,11.342,0.1276,17.45,16.43,-21.93,-22.66,5.33,0.21,0.76,0.73
25864,11.264,0.14331,17.91,16.85,-21.78,-22.52,7.06,0.62,0.69,0.74
25865,11.417,0.14137,17.76,16.66,-21.93,-22.69,7.69,0.21,0.8,0.76
25866,10.994,0.11039,17.48,16.54,-21.46,-22.18,4.49,0.09,0.99,0.72
25867,11.018,0.11304,17.34,16.55,-21.56,-22.24,2.23,0.11,0.22,0.68
25868,10.722,0.05802,15.77,15.08,-21.45,-22.08,3.15,0.18,0.44,0.63
25869,11.555,0.18948,17.94,16.76,-22.6,-23.31,4.09,0.1,0.74,0.71
25870,10.503,0.05839,16.58,15.96,-20.63,-21.21,0.75,0.59,0.03,0.58
25871,10.882,0.07172,16.79,15.97,-20.98,-21.67,4.54,0.0,0.38,0.69
25872,11.02,0.07298,16.67,15.82,-21.17,-21.88,4.46,0.3,0.54,0.71
25873,11.468,0.13198,17.18,16.25,-22.22,-22.91,3.24,0.14,0.56,0.69
25874,11.665,0.1331,17.1,16.02,-22.34,-23.19,7.35,0.22,0.53,0.85
25875,10.797,0.03112,14.96,14.07,-20.84,-21.68,3.91,0.71,0.57,0.84
25876,10.605,0.07676,17.52,16.69,-20.41,-21.12,2.01,0.38,0.27,0.71
25877,10.232,0.03374,15.16,14.74,-20.78,-21.2,1.3,0.2,0.12,0.42
25878,10.354,0.03161,16.19,15.45,-19.62,-20.31,2.6,0.66,0.49,0.69
25879,10.953,0.05915,16.1,15.31,-21.2,-21.92,0.93,0.55,0.21,0.72
25880,10.753,0.03241,15.45,14.58,-20.46,-21.26,3.64,0.69,0.53,0.8
25881,10.377,0.03238,16.15,15.36,-19.75,-20.48,1.5,0.74,0.27,0.73
25882,11.146,0.13019,17.83,16.91,-21.54,-22.23,3.5,0.7,0.45,0.69
25883,10.437,0.02876,15.65,14.79,-19.99,-20.8,1.11,0.82,0.21,0.81
25884,10.816,0.09975,17.32,16.65,-21.25,-21.79,1.52,0.56,0.24,0.54
25885,11.107,0.11003,17.69,16.67,-21.26,-22.05,2.47,0.65,0.85,0.79
25886,10.466,0.04276,15.37,14.89,-21.15,-21.58,2.83,0.26,0.29,0.43
25887,10.609,0.06053,16.59,15.91,-20.78,-21.39,1.58,0.59,0.2,0.61
25888,10.208,0.02895,16.17,15.38,-19.5,-20.21,3.44,0.71,0.62,0.71
25889,11.206,0.09759,16.68,15.88,-21.87,-22.52,3.77,0.27,0.44,0.65
25890,10.71,0.05218,16.37,15.63,-20.63,-21.32,1.82,0.71,0.28,0.69
25891,11.352,0.12672,17.5,16.45,-21.84,-22.59,7.77,0.14,0.71,0.75
25892,9.67,0.06743,17.1,16.82,-20.42,-20.7,0.58,0.55,0.35,0.28
25893,10.632,0.06496,17.09,16.42,-20.41,-21.01,5.29,0.25,0.39,0.6
25894,10.888,0.09109,17.3,16.39,-21.13,-21.85,3.77,0.48,0.88,0.72
25895,10.624,0.06417,17.18,16.29,-20.36,-21.14,4.48,0.66,0.99,0.78
25896,10.774,0.03429,15.24,14.47,-20.81,-21.52,2.37,0.81,0.36,0.71
25897,9.374,0.04124,16.99,16.73,-19.41,-19.65,0.94,0.66,0.05,0.24
25898,9.01,0.03249,17.37,17.03,-18.51,-18.79,1.48,0.78,0.14,0.28
25899,7.862,0.00694,16.6,16.25,-15.86,-16.15,0.9,0.52,0.34,0.29
25900,11.396,0.13584,17.55,16.49,-22.02,-22.76,7.95,0.18,0.84,0.74
25901,11.423,0.1374,17.56,16.51,-22.02,-22.77,5.13,0.23,0.57,0.75
25902,11.191,0.11922,17.65,16.62,-21.55,-22.3,4.45,0.58,0.83,0.75
25903,9.335,0.03495,16.57,16.23,-19.46,-19.78,0.63,0.65,0.0,0.32
25904,10.068,0.03456,17.06,16.26,-19.04,-19.75,5.15,0.48,0.95,0.71
25905,10.745,0.03558,14.8,14.2,-21.34,-21.87,3.96,0.21,0.32,0.53
25906,10.48,0.06166,17.17,16.49,-20.24,-20.84,1.27,0.7,0.22,0.6
25907,10.788,0.0616,16.64,15.82,-20.81,-21.5,4.19,0.42,0.66,0.69
25908,10.108,0.06301,17.24,16.7,-20.19,-20.68,0.75,0.5,0.0,0.49
25909,10.552,0.06265,17.52,16.66,-19.97,-20.75,2.54,0.71,0.42,0.78
25910,11.333,0.12121,17.38,16.32,-21.88,-22.67,7.99,0.33,0.98,0.79
25911,10.704,0.06286,16.78,16.05,-20.71,-21.35,1.89,0.26,0.38,0.64
25912,10.91,0.11231,17.86,16.93,-21.15,-21.85,1.38,0.31,0.33,0.7
25913,11.074,0.14163,17.69,16.9,-21.87,-22.42,1.38,0.29,0.07,0.55
25914,11.269,0.14294,17.74,16.77,-21.91,-22.61,3.74,0.06,0.92,0.7
25915,11.064,0.12145,17.88,16.89,-21.36,-22.08,5.03,0.34,0.36,0.72
25916,10.544,0.11138,17.07,16.59,-21.73,-22.11,0.8,0.27,0.88,0.38
25917,11.125,0.12107,17.7,16.68,-21.53,-22.29,5.5,0.54,0.97,0.76
25918,10.523,0.03302,15.64,14.91,-20.34,-21.0,4.19,0.4,0.54,0.66
25919,10.948,0.09729,17.82,16.85,-20.81,-21.61,1.15,0.85,0.09,0.8
25920,11.213,0.12697,17.68,16.73,-21.68,-22.37,6.8,0.1,0.85,0.69
25921,10.548,0.08065,17.75,16.99,-20.34,-20.99,1.34,0.56,0.18,0.65
25922,10.752,0.03326,16.33,15.29,-19.7,-20.66,3.52,0.65,0.89,0.96
25923,10.568,0.03203,15.87,15.07,-20.04,-20.77,3.46,0.22,0.43,0.73
25924,10.706,0.07442,17.05,16.3,-20.87,-21.48,1.71,0.69,0.19,0.61
25925,9.235,0.03315,16.56,16.28,-19.37,-19.62,1.21,0.21,0.29,0.25
25926,9.694,0.03176,16.67,16.16,-19.18,-19.64,1.28,0.43,0.1,0.46
25927,11.359,0.12187,17.39,16.38,-21.86,-22.66,4.29,0.34,0.73,0.8
25928,11.192,0.12412,17.56,16.64,-21.7,-22.37,3.14,0.39,0.42,0.67
25929,11.407,0.08111,16.27,15.3,-21.91,-22.7,3.71,0.33,0.6,0.79
25930,11.066,0.12296,17.8,16.85,-21.43,-22.18,1.36,0.76,0.23,0.75
25931,11.333,0.12223,17.56,16.54,-21.72,-22.46,4.31,0.2,0.72,0.74
25932,10.699,0.08111,17.67,16.76,-20.49,-21.23,4.26,0.16,0.81,0.74
25933,11.048,0.12131,17.8,16.77,-21.43,-22.19,4.95,0.14,0.9,0.76
25934,11.467,0.12951,17.15,16.1,-22.27,-23.03,4.93,0.27,0.66,0.76
25935,11.307,0.06281,15.34,14.54,-22.17,-22.84,3.53,0.2,0.47,0.67
25936,9.921,0.05364,17.49,16.94,-19.57,-20.06,0.9,0.75,0.02,0.49
25937,11.673,0.1869,17.88,16.59,-22.73,-23.53,6.56,0.02,0.4,0.8
25938,11.697,0.18844,17.85,16.61,-22.71,-23.5,3.99,0.41,0.29,0.79
25939,11.295,0.1155,17.79,16.7,-21.34,-22.19,4.32,0.42,0.74,0.85
25940,10.449,0.08444,17.04,16.38,-21.11,-21.7,7.96,0.13,0.9,0.59
25941,10.875,0.09367,17.62,16.68,-20.94,-21.67,4.03,0.31,0.49,0.73
25942,10.991,0.08477,17.44,16.44,-20.87,-21.69,2.57,0.74,0.45,0.82
25943,11.017,0.08947,16.93,16.19,-21.41,-22.01,4.11,0.36,0.5,0.6
25944,10.625,0.08343,17.51,16.66,-20.7,-21.39,3.74,0.3,0.89,0.69
25945,10.359,0.08422,17.46,16.9,-20.67,-21.15,1.28,0.38,0.23,0.48
25946,11.503,0.08505,16.13,15.18,-22.18,-22.94,4.13,0.31,0.71,0.76
25947,10.869,0.08487,17.99,17.02,-20.28,-21.12,3.0,0.66,0.41,0.84
25948,10.592,0.07192,17.61,16.74,-20.24,-20.96,2.6,0.56,0.57,0.72
25949,11.118,0.08709,16.96,16.02,-21.4,-22.14,5.0,0.42,0.57,0.74
25950,10.177,0.08519,17.18,16.74,-20.97,-21.36,0.73,0.17,0.0,0.39
25951,11.141,0.11009,17.49,16.51,-21.5,-22.23,4.82,0.27,0.67,0.73
25952,10.955,0.11015,17.37,16.5,-21.57,-22.23,2.61,0.57,0.6,0.66
25953,11.054,0.08046,16.71,15.81,-21.45,-22.17,4.45,0.29,0.63,0.72
25954,10.074,0.03867,17.41,16.58,-18.96,-19.73,1.68,0.72,0.32,0.77
25955,10.765,0.03764,15.73,14.86,-20.64,-21.41,6.27,0.22,0.67,0.77
25956,9.903,0.03847,17.61,16.86,-18.76,-19.43,3.08,0.27,0.43,0.67
25957,10.112,0.07329,17.23,16.77,-20.6,-20.97,1.75,0.23,0.16,0.37
25958,10.991,0.10482,17.67,16.9,-21.16,-21.75,6.1,0.5,0.28,0.59
25959,11.604,0.17266,18.16,16.89,-22.28,-23.09,3.2,0.38,0.7,0.81
25960,10.186,0.04058,17.66,16.9,-18.87,-19.53,5.97,0.43,0.39,0.66
25961,11.742,0.18694,17.98,16.73,-22.69,-23.41,7.43,0.21,0.39,0.72
25962,10.659,0.07869,17.58,16.81,-20.52,-21.17,1.25,0.63,0.34,0.65
25963,10.748,0.10253,17.71,16.97,-21.03,-21.61,1.51,0.25,0.16,0.58
25964,11.019,0.11136,17.77,16.79,-21.29,-22.01,5.03,0.39,0.6,0.72
25965,11.185,0.11257,17.63,16.59,-21.48,-22.23,6.49,0.24,0.56,0.75
25966,11.044,0.11977,17.77,16.93,-21.42,-22.02,3.1,0.3,0.63,0.6
25967,11.096,0.10833,17.15,16.34,-21.71,-22.35,3.04,0.27,0.32,0.64
25968,11.033,0.11386,17.81,16.88,-21.26,-21.95,4.04,0.47,0.61,0.69
25969,10.826,0.09536,17.37,16.63,-21.16,-21.74,2.35,0.52,0.42,0.58
25970,11.167,0.07966,16.42,15.48,-21.74,-22.51,5.05,0.3,0.95,0.77
25971,11.048,0.09492,17.69,16.66,-20.96,-21.77,7.96,0.53,0.6,0.81
25972,10.561,0.05029,16.75,15.89,-20.29,-21.02,5.52,0.12,0.7,0.73
25973,11.21,0.094,16.9,15.88,-21.72,-22.51,5.81,0.14,1.0,0.79
25974,11.208,0.07999,16.85,15.87,-21.36,-22.15,3.81,0.09,0.72,0.79
25975,10.797,0.09133,17.47,16.78,-20.98,-21.54,3.57,0.52,0.25,0.56
25976,10.29,0.04716,17.68,16.78,-19.22,-20.0,2.12,0.74,0.13,0.78
25977,10.735,0.04623,15.69,15.04,-21.11,-21.69,2.12,0.63,0.32,0.58
25978,11.262,0.09031,16.82,15.84,-21.7,-22.48,3.46,0.51,0.6,0.78
25979,9.83,0.03409,17.67,16.88,-18.46,-19.16,2.38,0.2,0.4,0.7
25980,11.117,0.08516,16.3,15.57,-21.9,-22.52,1.53,0.26,0.31,0.62
25981,11.188,0.09948,17.11,16.11,-21.57,-22.36,7.57,0.07,0.99,0.79
25982,10.711,0.05652,16.64,15.81,-20.6,-21.31,3.81,0.22,0.54,0.71
25983,11.104,0.04792,15.5,14.62,-21.33,-22.11,4.33,0.14,0.56,0.78
25984,11.06,0.13685,17.62,16.84,-21.8,-22.37,1.57,0.38,0.14,0.57
25985,9.763,0.03477,17.5,16.78,-18.55,-19.21,1.35,0.25,0.12,0.66
25986,10.383,0.03798,15.75,15.18,-20.48,-21.02,0.55,0.39,0.61,0.54
25987,11.358,0.08474,16.2,15.29,-22.04,-22.77,4.56,0.32,0.61,0.73
25988,10.658,0.0331,15.43,14.61,-20.54,-21.29,4.28,0.58,0.82,0.75
25989,10.428,0.03535,15.5,14.89,-20.6,-21.15,1.26,0.6,0.14,0.55
25990,11.246,0.12759,17.26,16.36,-22.04,-22.72,3.51,0.06,0.57,0.68
25991,11.868,0.19245,17.76,16.5,-22.9,-23.67,6.78,0.0,0.56,0.77
25992,9.821,0.0615,17.13,16.74,-20.2,-20.55,0.81,0.13,0.06,0.35
25993,11.236,0.12961,17.74,16.73,-21.64,-22.41,4.58,0.11,0.68,0.77
25994,10.698,0.08342,17.65,16.92,-20.47,-21.08,8.0,0.0,0.54,0.61
25995,11.595,0.14238,17.19,16.12,-22.51,-23.24,4.53,0.38,0.6,0.73
25996,8.893,0.02587,17.28,16.83,-18.08,-18.49,1.07,0.17,0.45,0.41
25997,10.674,0.04945,16.32,15.5,-20.6,-21.31,6.1,0.29,0.92,0.71
25998,10.792,0.04929,16.16,15.36,-20.74,-21.46,2.04,0.45,0.37,0.72
25999,10.877,0.05813,16.81,15.94,-20.47,-21.27,2.96,0.67,0.44,0.8
26000,10.103,0.05782,17.22,16.73,-19.97,-20.41,0.82,0.27,0.89,0.44
26001,10.52,0.05063,16.93,16.13,-20.03,-20.74,3.52,0.31,0.66,0.71
26002,10.991,0.04933,15.61,14.86,-21.29,-21.96,3.45,0.39,0.32,0.67
26003,10.81,0.06982,17.36,16.44,-20.39,-21.19,2.23,0.77,0.19,0.8
26004,10.804,0.10846,17.53,16.78,-21.25,-21.86,1.03,0.44,0.04,0.61
26005,11.309,0.10882,16.96,16.04,-21.94,-22.68,2.6,0.57,0.4,0.74
26006,11.322,0.109,17.04,16.03,-21.9,-22.68,5.1,0.07,0.89,0.78
26007,11.254,0.1144,17.67,16.63,-21.42,-22.19,8.0,0.26,0.8,0.77
26008,10.492,0.0581,16.58,15.98,-20.63,-21.18,1.37,0.07,0.97,0.55
26009,10.399,0.05725,17.48,16.67,-19.75,-20.48,1.95,0.58,0.29,0.73
26010,11.761,0.18628,17.37,16.12,-23.14,-23.92,6.45,0.35,0.94,0.78
26011,11.264,0.14351,17.44,16.57,-22.09,-22.75,2.39,0.47,0.26,0.66
26012,10.192,0.03413,16.43,15.82,-19.56,-20.12,1.02,0.63,0.1,0.56
26013,10.776,0.14416,17.42,16.84,-21.99,-22.43,1.5,0.12,0.17,0.44
26014,9.005,0.02709,17.17,16.81,-18.26,-18.6,2.52,0.43,0.41,0.34
26015,10.959,0.05882,16.36,15.44,-20.96,-21.77,2.78,0.67,0.94,0.81
26016,10.168,0.07952,17.33,16.86,-20.57,-21.02,1.13,0.28,0.26,0.45
26017,10.974,0.09596,17.02,16.28,-21.46,-22.09,2.32,0.31,0.36,0.63
26018,11.151,0.09658,16.89,15.97,-21.7,-22.41,6.09,0.1,0.82,0.71
26019,11.126,0.08237,16.8,15.86,-21.37,-22.16,2.24,0.71,0.34,0.79
26020,11.449,0.15287,17.85,16.78,-22.02,-22.76,6.73,0.41,0.46,0.74
26021,10.857,0.15252,17.33,16.75,-22.26,-22.68,1.39,0.16,0.07,0.42
26022,10.316,0.0623,17.1,16.57,-20.3,-20.77,0.97,0.0,0.03,0.47
26023,11.294,0.11213,17.16,16.14,-21.85,-22.63,5.68,0.23,0.99,0.78
26024,11.472,0.18024,18.0,16.81,-22.41,-23.16,5.74,0.07,0.88,0.75
26025,10.466,0.04133,16.53,15.73,-19.96,-20.68,4.72,0.33,0.6,0.72
26026,10.895,0.02896,14.97,14.15,-20.71,-21.46,3.21,0.35,0.4,0.75
26027,10.725,0.06676,16.63,15.85,-21.0,-21.66,6.67,0.32,0.8,0.66
26028,10.872,0.08015,17.24,16.39,-20.86,-21.55,8.0,0.14,0.63,0.69
26029,10.63,0.08036,17.78,16.9,-20.33,-21.05,4.85,0.51,0.59,0.72
26030,11.024,0.09586,17.53,16.53,-21.07,-21.87,5.82,0.6,0.93,0.8
26031,10.284,0.03981,15.63,15.11,-20.73,-21.21,0.93,0.38,0.05,0.48
26032,10.996,0.07984,16.96,16.04,-21.14,-21.93,5.7,0.12,0.87,0.79
26033,11.414,0.1456,17.91,16.8,-21.85,-22.62,4.95,0.41,0.52,0.77
26034,10.762,0.06362,17.05,16.16,-20.47,-21.24,5.64,0.15,0.79,0.77
26035,10.731,0.08143,17.81,16.92,-20.33,-21.08,1.03,0.85,0.12,0.75
26036,9.764,0.06683,17.37,17.0,-20.14,-20.48,0.96,0.2,0.08,0.34
26037,9.723,0.06267,17.2,16.85,-20.16,-20.48,0.8,0.23,0.02,0.32
26038,10.951,0.13254,17.59,16.86,-21.72,-22.31,1.12,0.28,0.23,0.59
26039,10.072,0.03373,17.1,16.31,-18.91,-19.63,4.95,0.06,0.5,0.72
26040,10.267,0.03507,16.58,15.78,-19.54,-20.25,6.0,0.16,0.88,0.71
26041,10.562,0.03406,16.41,15.52,-19.64,-20.45,6.33,0.39,0.46,0.81
26042,10.529,0.03475,15.95,15.15,-20.14,-20.86,5.01,0.29,0.51,0.72
26043,10.361,0.03532,16.37,15.63,-19.75,-20.41,3.65,0.0,0.44,0.66
26044,11.202,0.06162,15.72,14.81,-21.75,-22.52,5.38,0.35,0.88,0.77
26045,10.884,0.08347,16.95,16.16,-21.21,-21.88,3.04,0.58,0.37,0.67
26046,11.037,0.0824,16.95,16.05,-21.25,-21.99,5.68,0.17,0.78,0.74
26047,10.191,0.0786,17.16,16.74,-20.78,-21.16,1.2,0.19,0.71,0.38
26048,11.018,0.08316,16.88,16.09,-21.32,-21.97,7.49,0.2,0.59,0.65
26049,9.672,0.0342,17.24,16.66,-18.8,-19.34,0.89,0.22,0.81,0.54
26050,10.539,0.06322,16.88,16.19,-20.61,-21.2,0.7,0.19,0.0,0.59
26051,10.852,0.03518,15.31,14.63,-20.86,-21.46,5.37,0.43,0.52,0.6
26052,10.707,0.06422,16.83,16.14,-20.7,-21.3,2.2,0.04,0.56,0.6
26053,9.925,0.03305,15.3,14.99,-20.67,-20.91,1.07,0.45,0.21,0.24
26054,10.501,0.0855,17.61,16.97,-20.58,-21.14,1.02,0.32,0.04,0.56
26055,9.836,0.02319,15.45,14.94,-19.73,-20.17,5.01,0.43,0.51,0.44
26056,10.617,0.0747,16.77,16.18,-21.09,-21.6,1.18,0.3,0.1,0.51
26057,9.486,0.03401,16.56,16.32,-19.43,-19.67,4.68,0.22,0.3,0.24
26058,10.496,0.05552,16.03,15.56,-21.13,-21.54,1.55,0.18,0.52,0.41
26059,10.498,0.03057,16.11,15.28,-19.7,-20.46,1.81,0.65,0.34,0.76
26060,11.045,0.0629,15.95,15.12,-21.56,-22.27,3.02,0.54,0.4,0.71
26061,10.573,0.0629,17.53,16.65,-19.99,-20.73,2.46,0.29,0.37,0.74
26062,10.471,0.0627,17.57,16.66,-19.96,-20.72,7.99,0.33,0.9,0.76
26063,10.804,0.03687,15.51,14.64,-20.75,-21.54,3.74,0.5,0.92,0.79
26064,10.909,0.08027,16.96,16.18,-21.16,-21.82,1.39,0.6,0.28,0.66
26065,11.161,0.12344,17.95,16.89,-21.38,-22.15,4.24,0.28,0.56,0.77
26066,11.301,0.16013,17.75,16.7,-22.26,-22.95,5.38,0.48,0.87,0.69
26067,10.591,0.02739,15.77,14.9,-19.81,-20.61,2.78,0.73,0.41,0.8
26068,11.7,0.16969,17.8,16.58,-22.51,-23.28,7.16,0.18,0.61,0.77
26069,10.12,0.02757,15.03,14.6,-20.53,-20.91,1.95,0.32,0.27,0.38
26070,10.501,0.06258,17.53,16.67,-20.0,-20.73,3.93,0.7,0.51,0.73
26071,11.016,0.08138,17.12,16.16,-21.08,-21.85,3.47,0.38,0.44,0.77
26072,10.534,0.0942,17.51,16.89,-20.93,-21.43,0.71,0.18,0.02,0.5
26073,10.242,0.06114,17.37,16.82,-20.03,-20.51,0.92,0.59,0.54,0.48
26074,11.039,0.09022,17.3,16.38,-21.14,-21.88,6.56,0.17,0.76,0.74
26075,10.878,0.09035,17.51,16.65,-20.9,-21.59,4.73,0.23,0.55,0.69
26076,11.697,0.17148,17.65,16.44,-22.67,-23.43,8.0,0.2,0.83,0.76
26077,10.782,0.05636,16.67,15.75,-20.62,-21.4,5.29,0.48,0.88,0.78
26078,10.238,0.02564,15.2,14.68,-20.19,-20.66,1.71,0.3,0.29,0.47
26079,10.93,0.08498,17.11,16.33,-21.13,-21.77,2.75,0.06,0.32,0.64
26080,10.704,0.08357,17.91,16.97,-20.34,-21.1,3.52,0.28,0.57,0.76
26081,11.005,0.08477,17.2,16.22,-21.11,-21.89,7.8,0.13,0.76,0.78
26082,11.369,0.08439,16.39,15.39,-21.91,-22.71,5.39,0.5,0.78,0.8
26083,10.323,0.05533,17.31,16.63,-19.88,-20.46,4.81,0.41,0.74,0.58
26084,10.321,0.06127,16.46,16.0,-20.93,-21.34,1.14,0.31,0.09,0.41
26085,11.558,0.16956,18.05,16.82,-22.23,-23.01,5.94,0.11,0.73,0.78
26086,11.355,0.08399,16.72,15.77,-21.54,-22.32,5.21,0.23,0.53,0.78
26087,10.218,0.06386,17.56,16.95,-19.91,-20.45,0.83,0.24,0.04,0.54
26088,9.258,0.03022,16.89,16.46,-18.84,-19.24,0.86,0.85,0.07,0.4
26089,11.313,0.08641,16.48,15.64,-21.81,-22.5,4.09,0.43,0.48,0.69
26090,11.306,0.18947,17.89,16.99,-22.48,-23.07,1.27,0.15,0.16,0.59
26091,11.164,0.06416,15.81,15.02,-21.71,-22.41,3.65,0.0,0.23,0.7
26092,10.8,0.08888,16.89,16.27,-21.39,-21.92,1.45,0.45,0.08,0.53
26093,11.011,0.08748,17.51,16.52,-20.86,-21.67,4.9,0.74,0.58,0.81
26094,10.95,0.08883,17.48,16.58,-20.92,-21.64,6.58,0.4,0.64,0.72
26095,11.229,0.08583,16.74,15.85,-21.57,-22.3,2.72,0.52,0.4,0.73
26096,11.41,0.08705,16.16,15.22,-22.23,-22.96,3.19,0.43,0.51,0.73
26097,10.988,0.11003,17.52,16.69,-21.41,-22.06,6.61,0.1,0.51,0.65
26098,10.784,0.03042,15.99,15.03,-19.89,-20.76,2.63,0.76,0.57,0.87
26099,11.431,0.10534,16.72,15.73,-22.22,-22.95,4.87,0.4,0.63,0.73
26100,10.922,0.10543,17.4,16.6,-21.43,-22.05,1.51,0.33,0.31,0.62
26101,11.171,0.10991,17.57,16.6,-21.44,-22.17,2.7,0.23,0.57,0.73
26102,11.303,0.1425,17.87,16.83,-21.88,-22.58,5.64,0.36,0.67,0.7
